,Postcode,Borough,Postcode Latitude,Postcode Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
259,01-815,Bielany,52.2958,20.9605,Dobre Miejsce,52.29586473337763,20.95835558630598,Performing Arts Venue
260,01-947,Bielany,52.2967,20.9395,Przymierza Rodzin Stołówka,52.296441,20.938059,Diner
261,01-964,Bielany,52.2965,20.9399,Przymierza Rodzin Stołówka,52.296441,20.938059,Diner
262,01-985,Bielany,52.3085,20.9233,Plac Zabaw Na Młocinach,52.308313,20.924114,Playground
263,01-970,Bielany,52.3225,20.9175,Wiejska Chata,52.322826683150176,20.915516033080447,Eastern European Restaurant
264,01-822,Bielany,52.2784,20.9519,sklep u Pani Halinki,52.27797321215606,20.95184346971834,Farmers Market
265,01-828,Bielany,52.2803,20.9445,Roślina Cafe,52.28032306689834,20.94455721347905,Café
266,01-828,Bielany,52.2803,20.9445,Cafe de la Poste,52.27994279764028,20.945982803046544,Café
267,01-828,Bielany,52.2803,20.9445,Kleczewska,52.28105333921636,20.945069826140056,Scenic Lookout
268,01-684,Bielany,52.2828,20.9717,CrossFit Elektromoc,52.282177418679,20.973447561264038,Gym / Fitness Center
269,01-684,Bielany,52.2828,20.9717,Kebab Betlejem,52.2829845335171,20.972586888361963,Fast Food Restaurant
270,01-990,Bielany,52.3042,20.9285,Maleńka i,52.303848550251786,20.930132118590596,Polish Restaurant
271,01-990,Bielany,52.3042,20.9285,Park Młociny (Buraków),52.30469518211217,20.93007632531327,Park
272,01-990,Bielany,52.3042,20.9285,Gold Sushi,52.303572282036725,20.93006252493515,Asian Restaurant
273,01-990,Bielany,52.3042,20.9285,Żabka,52.30327970053444,20.93003644006136,Deli / Bodega
274,01-923,Bielany,52.2785,20.917,Czuczu Bar,52.278852,20.914974,Bar
275,01-932,Bielany,52.2996,20.8814,"Autointerus Serwis pojazdów Volvo / SAAB, serwis, elektryka, elektronika",52.299664247236166,20.882166772643252,Auto Dealership
276,01-833,Bielany,52.2773,20.946,WakeCup Cafe,52.27706537130918,20.94682918511807,Café
277,01-833,Bielany,52.2773,20.946,Beverly Hills Video,52.27708581314023,20.946593284606934,Video Store
278,01-833,Bielany,52.2773,20.946,Sklep Wierzejki,52.27701959026708,20.947028482609543,Food & Drink Shop
279,01-833,Bielany,52.2773,20.946,Zapiekanki u Pandy,52.277098359604906,20.946909503364434,Fast Food Restaurant
280,01-703,Bielany,52.2716,20.9599,Biedronka,52.272058451169514,20.960189132659913,Grocery Store
281,01-703,Bielany,52.2716,20.9599,Park Olszyna - orlik,52.271195,20.957889,Recreation Center
282,01-691,Bielany,52.2787,20.9678,Park Stawy Kellera,52.277486986602504,20.968306773976188,Park
283,01-691,Bielany,52.2787,20.9678,kuchnia&forma,52.278423,20.968832,Bistro
284,01-633,Bielany,52.2767,20.97,Park Stawy Kellera,52.277486986602504,20.968306773976188,Park
285,01-633,Bielany,52.2767,20.97,Pepe Hostel,52.276017902669814,20.970967009906023,Hostel
286,01-633,Bielany,52.2767,20.97,Kantyna,52.27716550343421,20.969382934226093,Diner
287,01-808,Bielany,52.2839,20.9524,Czytelnia,52.28270708638767,20.95308109731235,Coffee Shop
288,01-808,Bielany,52.2839,20.9524,plac zabaw przy Twardowskiej,52.285088420770236,20.951693099988585,Playground
289,01-651,Bielany,52.2823,20.9825,Balkon P.,52.281707763671875,20.98407554626465,Beach
290,01-917,Bielany,52.2817,20.9305,Piekarnia Patrycja,52.28179362268215,20.931289874315883,Bakery
291,01-911,Bielany,52.2802,20.9363,Simply Market,52.28083722347422,20.93743799390774,Grocery Store
292,01-911,Bielany,52.2802,20.9363,Putka,52.28046849316874,20.93517721740442,Bakery
293,01-911,Bielany,52.2802,20.9363,Griffon Hof - Warszawskie Gryfoniki,52.28018515292486,20.936121153797767,Pet Service
294,01-821,Bielany,52.278,20.953,sklep u Pani Halinki,52.27797321215606,20.95184346971834,Farmers Market
295,01-823,Bielany,52.2835,20.9448,Laziz,52.28324259581096,20.946934210101134,Ice Cream Shop
296,01-949,Bielany,52.2889,20.9341,Lidl,52.2886371069295,20.932443624495836,Supermarket
297,01-949,Bielany,52.2889,20.9341,Pizzeria Prato,52.29008135558624,20.934813022613525,Pizza Place
298,01-949,Bielany,52.2889,20.9341,SOKRATESA 01,52.2884407043457,20.932844161987305,Bus Station
299,01-871,Bielany,52.2809,20.9521,Empik,52.28156637259226,20.95097497965927,Bookstore
300,01-859,Bielany,52.2778,20.957,"Bar Azjatycki ""Hami""",52.27798478481638,20.95825164645956,Asian Restaurant
301,01-859,Bielany,52.2778,20.957,Panton,52.27810908698607,20.95611894400721,Paper / Office Supplies Store
302,01-859,Bielany,52.2778,20.957,Apteka Syrenka,52.278738773562395,20.956329975438997,Pharmacy
303,01-817,Bielany,52.2794,20.9538,Pizzeria Positano,52.27908834848766,20.955323795348104,Pizza Place
304,01-817,Bielany,52.2794,20.9538,Enigma Room,52.27975942128831,20.95524550888165,Theme Park
305,01-836,Bielany,52.2819,20.9483,Stacja Bielany,52.28231248205463,20.948104721520576,Coffee Shop
306,01-836,Bielany,52.2819,20.9483,Metro Stare Bielany,52.28181354685465,20.949355959892273,Metro Station
307,01-864,Bielany,52.2677,20.9473,Apteka Z Uśmiechem,52.268085,20.946365,Pharmacy
308,01-864,Bielany,52.2677,20.9473,Kebab Habiba,52.26741063442897,20.947489237460523,Middle Eastern Restaurant
309,01-864,Bielany,52.2677,20.9473,Żabka,52.26784250509929,20.94782238192244,Food & Drink Shop
310,01-864,Bielany,52.2677,20.9473,Przystanek Kochanowskiego,52.26758928307094,20.947122464775102,Bus Station
311,01-690,Bielany,52.2733,20.9686,Park Kaskada,52.273861941112656,20.969794199094444,Park
312,01-690,Bielany,52.2733,20.9686,Autobus 511,52.27215967241319,20.968487472687347,Bus Line
313,01-690,Bielany,52.2733,20.9686,Pętla autobusowa Marymont,52.27205079425709,20.96836633761994,Bus Station
314,01-690,Bielany,52.2733,20.9686,Park Kaskada 05,52.273372133959995,20.967539987958297,Bus Stop
315,01-975,Bielany,52.311,20.9134,Przystanek Młociny,52.31159893075321,20.915160965869504,Bar
316,01-975,Bielany,52.311,20.9134,Biegówki na Młocinach,52.31190150983984,20.91489840412171,Ski Trail
317,01-810,Bielany,52.2842,20.9513,plac zabaw przy Twardowskiej,52.285088420770236,20.951693099988585,Playground
318,01-810,Bielany,52.2842,20.9513,AWF swimming pool,52.28536308384196,20.95035216788004,Pool
319,01-694,Bielany,52.2761,20.9696,Pepe Hostel,52.276017902669814,20.970967009906023,Hostel
320,01-694,Bielany,52.2761,20.9696,Kantyna,52.27716550343421,20.969382934226093,Diner
321,01-707,Bielany,52.2724,20.9622,Gniazdo Piratów,52.27109985830675,20.962377193455758,Pub
322,01-707,Bielany,52.2724,20.9622,Forest Fitness & Silownia,52.27322197971028,20.96141991665587,Gym
323,01-707,Bielany,52.2724,20.9622,Biedronka,52.272058451169514,20.960189132659913,Grocery Store
324,01-707,Bielany,52.2724,20.9622,Centrum Kultury Fizycznej Bielany,52.27321847483049,20.961347098971977,Gym / Fitness Center
325,01-707,Bielany,52.2724,20.9622,Bielański Klub Karate Kyokushin,52.273262725890405,20.96189749540535,Athletics & Sports
326,01-851,Bielany,52.2763,20.943,Bar Azjatycki,52.277518,20.943293,Asian Restaurant
327,01-851,Bielany,52.2763,20.943,La Verona,52.277390712095816,20.943207950747944,Pizza Place
328,01-826,Bielany,52.2808,20.9452,Roślina Cafe,52.28032306689834,20.94455721347905,Café
329,01-826,Bielany,52.2808,20.9452,Cafe de la Poste,52.27994279764028,20.945982803046544,Café
330,01-826,Bielany,52.2808,20.9452,Kleczewska,52.28105333921636,20.945069826140056,Scenic Lookout
331,01-692,Bielany,52.2775,20.9671,Park Stawy Kellera,52.277486986602504,20.968306773976188,Park
332,01-805,Bielany,52.2808,20.956,Tańce Ludowe,52.28188510042128,20.955226762525783,Athletics & Sports
333,01-805,Bielany,52.2808,20.956,Enigma Room,52.27975942128831,20.95524550888165,Theme Park
334,01-926,Bielany,52.2759,20.922,Cafe & Bistro Bakłażan,52.275969691808754,20.922598928369908,Café
335,01-926,Bielany,52.2759,20.922,Kwitnaca,52.27629476142757,20.92332378420139,Bus Station
336,01-926,Bielany,52.2759,20.922,Carrefour Market,52.27533784250477,20.9229845791558,Grocery Store
337,01-926,Bielany,52.2759,20.922,Steinke Optyk,52.276009243747964,20.922560691833496,Optical Shop
338,01-926,Bielany,52.2759,20.922,Rossman,52.275405303127116,20.9214448928833,Cosmetics Shop
339,01-858,Bielany,52.2662,20.9464,Przystanek Obrońców Tobruku,52.26521243792558,20.9454847388022,Bus Station
340,01-858,Bielany,52.2662,20.9464,Tiruriru,52.26640450335054,20.945188221190207,Market
341,01-884,Bielany,52.2747,20.9525,WDSJ  Studio,52.276019251154146,20.952896069373384,Nightclub
342,01-891,Bielany,52.2738,20.9602,Forest Fitness & Silownia,52.27322197971028,20.96141991665587,Gym
343,01-891,Bielany,52.2738,20.9602,Centrum Kultury Fizycznej Bielany,52.27321847483049,20.961347098971977,Gym / Fitness Center
344,01-891,Bielany,52.2738,20.9602,Carrefour Express,52.2741446976096,20.96101875729117,Convenience Store
345,01-891,Bielany,52.2738,20.9602,Bielański Klub Karate Kyokushin,52.273262725890405,20.96189749540535,Athletics & Sports
346,01-820,Bielany,52.2784,20.9516,sklep u Pani Halinki,52.27797321215606,20.95184346971834,Farmers Market
347,01-903,Bielany,52.2735,20.9317,Curry Leaf,52.272304,20.931369,Indian Restaurant
348,01-903,Bielany,52.2735,20.9317,Biedronka,52.27409417267658,20.931434165351153,Grocery Store
349,01-903,Bielany,52.2735,20.9317,Fitness Club S4,52.27327656042817,20.930906593449947,Gym
350,01-903,Bielany,52.2735,20.9317,Polski Bus Waw-Wroc,52.272975603737684,20.93300453399232,Bus Line
351,01-903,Bielany,52.2735,20.9317,Silownia S4 Bielany,52.273232,20.931041,Gym
352,01-689,Bielany,52.2783,20.9707,kuchnia&forma,52.278423,20.968832,Bistro
353,01-863,Bielany,52.2774,20.9563,"Bar Azjatycki ""Hami""",52.27798478481638,20.95825164645956,Asian Restaurant
354,01-863,Bielany,52.2774,20.9563,Panton,52.27810908698607,20.95611894400721,Paper / Office Supplies Store
355,01-863,Bielany,52.2774,20.9563,Apteka Syrenka,52.278738773562395,20.956329975438997,Pharmacy
356,01-670,Bielany,52.2873,20.9749,Izzie Streetwear,52.287031851239846,20.975943762074685,Board Shop
357,01-670,Bielany,52.2873,20.9749,Leica Camera Poland,52.28826141357422,20.97590255737305,Camera Store
358,01-813,Bielany,52.2848,20.9567,Klub Relax,52.28588161146931,20.9577941436705,Food
359,01-946,Bielany,52.2949,20.9444,Top Market,52.29485630699896,20.944386199551662,Grocery Store
360,01-946,Bielany,52.2949,20.9444,Przy Agorze,52.29465216217844,20.9447019532949,Bus Station
361,01-977,Bielany,52.2988,20.9425,Cmentarz Włoski,52.297686838149076,20.94282328417381,Tram Station
362,01-802,Bielany,52.2822,20.9569,Park Trampolin,52.28341,20.957098,Playground
363,01-802,Bielany,52.2822,20.9569,Tańce Ludowe,52.28188510042128,20.955226762525783,Athletics & Sports
364,01-802,Bielany,52.2822,20.9569,Hala Sportów Walki AWF,52.282239179369434,20.956350367408383,College Stadium
365,01-802,Bielany,52.2822,20.9569,Lotus (kebab i chińczyk),52.28235206748391,20.956400866126327,Fast Food Restaurant
366,01-968,Bielany,52.3069,20.9347,Przeprawa przez Wisłę,52.306636338637375,20.932752005575377,Boat or Ferry
367,01-968,Bielany,52.3069,20.9347,Studio Stradowski,52.307687,20.934118,Performing Arts Venue
368,01-702,Bielany,52.2715,20.9626,Gniazdo Piratów,52.27109985830675,20.962377193455758,Pub
369,01-940,Bielany,52.2959,20.9004,U Iwci,52.29706,20.901306,Polish Restaurant
370,01-940,Bielany,52.2959,20.9004,Wólka Węglowa,52.296999851814384,20.89938962151169,Bus Station
371,01-940,Bielany,52.2959,20.9004,Pracownia Rzeźbiarsko-Kamieniarska Tadeusz Borkowski,52.296180725097656,20.90251350402832,Arts & Crafts Store
372,01-928,Bielany,52.2732,20.9201,Sky Studio,52.273083583656515,20.920120143949298,Gym
373,01-973,Bielany,52.3094,20.9303,McCafè,52.30857452093757,20.929069278588937,Café
374,01-973,Bielany,52.3094,20.9303,McDonald's,52.30859464766488,20.928834231906805,Fast Food Restaurant
375,01-683,Bielany,52.2817,20.9702,wawabed,52.28074264526367,20.971342086791992,Bed & Breakfast
376,01-688,Bielany,52.2797,20.9694,kuchnia&forma,52.278423,20.968832,Bistro
377,01-852,Bielany,52.2765,20.9445,Bar Azjatycki,52.277518,20.943293,Asian Restaurant
378,01-852,Bielany,52.2765,20.9445,La Verona,52.277390712095816,20.943207950747944,Pizza Place
379,01-827,Bielany,52.2812,20.9471,Stacja Bielany,52.28231248205463,20.948104721520576,Coffee Shop
380,01-827,Bielany,52.2812,20.9471,Kleczewska,52.28105333921636,20.945069826140056,Scenic Lookout
381,01-832,Bielany,52.2787,20.9453,Plac Konfederacji,52.27964584263654,20.94665765762329,Park
382,01-832,Bielany,52.2787,20.9453,Cafe de la Poste,52.27994279764028,20.945982803046544,Café
383,01-673,Bielany,52.2843,20.9676,Stajnia Argos,52.28352683131691,20.966667662429163,Stables
384,01-960,Bielany,52.293,20.9403,Telepizza,52.29352033136883,20.94149295405178,Pizza Place
385,01-930,Bielany,52.2907,20.9358,Calypso Fitness Club,52.2912826829007,20.936542189680292,Gym / Fitness Center
386,01-930,Bielany,52.2907,20.9358,Pizzeria Prato,52.29008135558624,20.934813022613525,Pizza Place
387,01-930,Bielany,52.2907,20.9358,Bar Orientalny,52.29091809814545,20.936907117139718,Falafel Restaurant
388,01-930,Bielany,52.2907,20.9358,Cukiernia Elsner,52.29141726221699,20.937162535566628,Café
389,01-930,Bielany,52.2907,20.9358,Biedronka,52.29113847849112,20.936471812624408,Supermarket
390,01-969,Bielany,52.3056,20.9345,Hotel Holiday Park,52.30428676599057,20.934115648269653,Hotel
391,01-681,Bielany,52.281,20.9717,wawabed,52.28074264526367,20.971342086791992,Bed & Breakfast
392,01-952,Bielany,52.2874,20.9429,Centrum Rekreacyjno-Sportowe Bielany,52.287281411084926,20.94268272461027,Gym
393,01-824,Bielany,52.2803,20.9434,Roślina Cafe,52.28032306689834,20.94455721347905,Café
394,01-824,Bielany,52.2803,20.9434,Kleczewska,52.28105333921636,20.945069826140056,Scenic Lookout
395,01-819,Bielany,52.2766,20.9522,Lukullus,52.2760176457318,20.950287106250922,Bakery
396,01-819,Bielany,52.2766,20.9522,WDSJ  Studio,52.276019251154146,20.952896069373384,Nightclub
397,01-831,Bielany,52.2773,20.9471,WakeCup Cafe,52.27706537130918,20.94682918511807,Café
398,01-882,Bielany,52.2768,20.9473,WakeCup Cafe,52.27706537130918,20.94682918511807,Café
399,01-882,Bielany,52.2768,20.9473,sklep Radek,52.27648188718915,20.949039459228516,Supermarket
400,01-825,Bielany,52.2777,20.9428,Bar Azjatycki,52.277518,20.943293,Asian Restaurant
401,01-825,Bielany,52.2777,20.9428,La Verona,52.277390712095816,20.943207950747944,Pizza Place
402,01-846,Bielany,52.2781,20.9411,Curry House,52.27779152328913,20.939667907940436,Indian Restaurant
403,01-846,Bielany,52.2781,20.9411,Księgarnia im. Krzysztofa Kamila Baczyńskiego,52.277776437895035,20.94033688552259,Bookstore
404,01-846,Bielany,52.2781,20.9411,Dom Książki - Księgarnia Oświatowa,52.27774845337431,20.94000736395143,Bookstore
405,01-708,Bielany,52.274,20.9627,Forest Fitness & Silownia,52.27322197971028,20.96141991665587,Gym
406,01-708,Bielany,52.274,20.9627,Centrum Kultury Fizycznej Bielany,52.27321847483049,20.961347098971977,Gym / Fitness Center
407,01-708,Bielany,52.274,20.9627,COSTA Stare Bielany,52.27512714989359,20.961905879535824,Café
408,01-708,Bielany,52.274,20.9627,POBYKU Burger Steak Bar,52.27512764562553,20.96259564755181,Steakhouse
409,01-708,Bielany,52.274,20.9627,Bielański Klub Karate Kyokushin,52.273262725890405,20.96189749540535,Athletics & Sports
410,01-909,Bielany,52.2844,20.9276,Mia Famiglia,52.28349081319202,20.927005483541578,Pizza Place
411,01-909,Bielany,52.2844,20.9276,Pizza Piacere Pasta,52.285162,20.928934,Italian Restaurant
412,01-909,Bielany,52.2844,20.9276,trele morele,52.28377,20.926688,Café
413,01-909,Bielany,52.2844,20.9276,Tołstoja 02,52.285001922942776,20.92912554493602,Bus Station
414,01-957,Bielany,52.2907,20.944,Centrum Edukacji Kulturalnej,52.2906201240467,20.942398141626192,Performing Arts Venue
415,01-957,Bielany,52.2907,20.944,Boisko Szege,52.29059292248594,20.943257102652574,Basketball Court
416,01-892,Bielany,52.2713,20.9563,Fresh,52.270942393872424,20.95514058860985,Food & Drink Shop
417,01-892,Bielany,52.2713,20.9563,Park Olszyna - orlik,52.271195,20.957889,Recreation Center
418,01-874,Bielany,52.2729,20.9564,Park im. Z. Herberta,52.27328894329626,20.955022684162394,Park
419,01-874,Bielany,52.2729,20.9564,Jordanek Slodowiec,52.27350580695263,20.955526878496674,Playground
420,01-674,Bielany,52.288,20.975,Izzie Streetwear,52.287031851239846,20.975943762074685,Board Shop
421,01-674,Bielany,52.288,20.975,Leica Camera Poland,52.28826141357422,20.97590255737305,Camera Store
422,01-920,Bielany,52.2841,20.9147,Iquitos,52.2846085363893,20.913145381922302,Pet Store
423,01-877,Bielany,52.2718,20.9389,Plac zabaw przy Kochanowskiego,52.27149918408715,20.939619541168213,Playground
424,01-877,Bielany,52.2718,20.9389,Salon z pasją,52.2708476437374,20.93779126615164,Arts & Crafts Store
425,01-716,Bielany,52.2688,20.9542,Przystanek Duracza,52.26945842744232,20.9530669161676,Bus Station
426,01-771,Bielany,52.2666,20.966,Nokia serwis,52.26662452760128,20.964052004766057,Mobile Phone Shop
427,01-865,Bielany,52.2695,20.95,Bazarek na Broniewskiego,52.2693432926009,20.95200832455658,Flea Market
428,01-865,Bielany,52.2695,20.95,Buenos Nachos,52.270653,20.950657,Mexican Restaurant
429,01-865,Bielany,52.2695,20.95,"Budka z Piwem za Megasam WSS ""Żoliborski""",52.26901090526882,20.949307680130005,Liquor Store
430,01-865,Bielany,52.2695,20.95,Veturilo 9414,52.27051439386676,20.950337648391724,Bike Rental / Bike Share
431,01-854,Bielany,52.2727,20.9445,Carrefour Express,52.273285667403876,20.94540598735385,Food & Drink Shop
432,01-854,Bielany,52.2727,20.9445,Zakątek Azji,52.271566,20.945237,Asian Restaurant
433,01-854,Bielany,52.2727,20.9445,Pętla tramwajowa Piaski,52.271601143490926,20.944223572496952,Tram Station
434,01-876,Bielany,52.2713,20.9414,Plac zabaw przy Kochanowskiego,52.27149918408715,20.939619541168213,Playground
435,01-883,Bielany,52.2739,20.9533,Park im. Z. Herberta,52.27328894329626,20.955022684162394,Park
436,01-915,Bielany,52.2856,20.9376,Tonis Puri,52.28556,20.939445,Bakery
437,01-915,Bielany,52.2856,20.9376,Przystanek Metro Wawrzyszew,52.28688430546179,20.938081978729713,Bus Station
438,01-931,Bielany,52.2816,20.9198,Przystanek Popiela 04,52.28246891429183,20.920877447213968,Train Station
439,01-919,Bielany,52.2948,20.8924,MegaWAT,52.293944305047134,20.891841891318617,Music Venue
440,01-956,Bielany,52.2911,20.9454,Plac zabaw Wrzeciono 65-67,52.29073103265961,20.94696879386902,Playground
441,01-950,Bielany,52.2936,20.9443,Top Market,52.29485630699896,20.944386199551662,Grocery Store
442,01-950,Bielany,52.2936,20.9443,Przy Agorze,52.29465216217844,20.9447019532949,Bus Station
443,01-531,Bielany,52.2739,20.9966,Zdrofit Żoliborz,52.273833264006804,20.996449977696642,Gym / Fitness Center
444,01-531,Bielany,52.2739,20.9966,Moonsfera,52.27434730071611,20.996944366441646,Polish Restaurant
445,01-531,Bielany,52.2739,20.9966,Muzeum Sportu i Turystyki,52.27394333879943,20.9973406791687,Museum
446,01-531,Bielany,52.2739,20.9966,Gym Generation,52.2738631241559,20.996513577135328,Athletics & Sports
447,01-886,Bielany,52.2753,20.9547,WDSJ  Studio,52.276019251154146,20.952896069373384,Nightclub
448,01-943,Bielany,52.2983,20.9333,Zajezdnia Żoliborz,52.29938645630195,20.93423104466492,Tram Station
449,01-943,Bielany,52.2983,20.9333,Calzedonia,52.2972054,20.9320683,Clothing Store
450,01-978,Bielany,52.3107,20.9167,Przystanek Młociny,52.31159893075321,20.915160965869504,Bar
451,02-758,Mokotów,52.18,21.0492,Apteka Syrenka,52.17996251351709,21.050619080576382,Pharmacy
