,Postcode,Borough,Street,Latitude,Longitude
434,01-849,Bielany,ul. S. Przybyszewskiego,52.2763,20.9416
435,01-824,Bielany,ul. S. Przybyszewskiego,52.2803,20.9434
436,01-844,Bielany,ul. S. Przybyszewskiego,52.2807,20.942
437,01-887,Bielany,ul. S. Żeromskiego,52.2756,20.9578
438,01-819,Bielany,ul. S. Żeromskiego,52.2766,20.9522
439,01-831,Bielany,ul. S. Żeromskiego,52.2773,20.9471
440,01-882,Bielany,ul. S. Żeromskiego,52.2768,20.9473
441,01-861,Bielany,ul. S. Żeromskiego,52.2762,20.9562
442,01-825,Bielany,ul. S. Żeromskiego,52.2777,20.9428
443,01-846,Bielany,ul. S. Żeromskiego,52.2781,20.9411
444,01-980,Bielany,ul. Samogłoska,52.3112,20.9203
445,01-848,Bielany,ul. Skalbmierska,52.2822,20.9434
446,01-708,Bielany,ul. Słodowiec,52.274,20.9627
447,01-909,Bielany,ul. Sokratesa,52.2844,20.9276
448,01-812,Bielany,ul. Szaflarska,52.2832,20.95
449,01-957,Bielany,ul. Szegedyńska,52.2907,20.944
450,01-958,Bielany,ul. Szubińska,52.2891,20.9447
451,01-892,Bielany,ul. T. Duracza,52.2713,20.9563
452,01-874,Bielany,ul. T. Duracza,52.2729,20.9564
453,01-948,Bielany,ul. T. Nocznickiego,52.2924,20.9329
454,01-918,Bielany,ul. T. Nocznickiego,52.2841,20.9228
455,01-674,Bielany,ul. Tczewska,52.288,20.975
456,01-941,Bielany,ul. Trenów,52.3065,20.8824
457,01-982,Bielany,ul. Trylogii,52.3108,20.9236
458,01-974,Bielany,ul. Tułowicka,52.3109,20.9122
459,01-920,Bielany,ul. Tytułowa,52.2841,20.9147
460,01-877,Bielany,ul. W. Broniewskiego,52.2718,20.9389
461,01-716,Bielany,ul. W. Broniewskiego,52.2688,20.9542
462,01-771,Bielany,ul. W. Broniewskiego,52.2666,20.966
463,01-865,Bielany,ul. W. Broniewskiego,52.2695,20.95
464,01-854,Bielany,ul. W. Broniewskiego,52.2727,20.9445
465,01-876,Bielany,ul. W. Broniewskiego,52.2713,20.9414
466,01-883,Bielany,ul. W. Perzyńskiego,52.2739,20.9533
467,01-855,Bielany,ul. W. Perzyńskiego,52.2729,20.9508
468,01-872,Bielany,ul. W. Perzyńskiego,52.2719,20.9521
469,01-698,Bielany,ul. W. Smoleńskiego,52.2808,20.9653
470,02-698,Bielany,ul. W. Smoleńskiego,52.1855,21.0034
471,01-915,Bielany,ul. Wergiliusza,52.2856,20.9376
472,01-931,Bielany,ul. Wólczyńska,52.2816,20.9198
473,01-908,Bielany,ul. Wólczyńska,52.2786,20.935
474,01-919,Bielany,ul. Wólczyńska,52.2948,20.8924
475,01-951,Bielany,ul. Wrzeciono,52.2886,20.9397
476,01-961,Bielany,ul. Wrzeciono,52.2905,20.9402
477,01-963,Bielany,ul. Wrzeciono,52.2944,20.9389
478,01-956,Bielany,ul. Wrzeciono,52.2911,20.9454
479,01-950,Bielany,ul. Wrzeciono,52.2936,20.9443
480,01-531,Bielany,ul. Wybrzeże Gdyńskie,52.2739,20.9966
481,01-886,Bielany,ul. Z. Nałkowskiej,52.2753,20.9547
482,01-943,Bielany,ul. Zgrupowania AK „Kampinos”,52.2983,20.9333
483,01-978,Bielany,ul. Żubrowa,52.3107,20.9167
484,02-758,Mokotów,al. gen. W. Sikorskiego,52.18,21.0492
485,02-722,Mokotów,al. Harcerzy Rzeczypospolitej,52.1636,21.0274
486,02-668,Mokotów,al. Lotników,52.1747,21.0136
487,02-585,Mokotów,al. Niepodległości,52.1984,21.0126
488,02-626,Mokotów,al. Niepodległości,52.1927,21.0152
489,02-577,Mokotów,al. Niepodległości,52.2024,21.0109
490,02-570,Mokotów,al. Niepodległości,52.2019,21.0103
491,02-554,Mokotów,al. Niepodległości,52.2061,21.0092
492,02-653,Mokotów,al. Niepodległości,52.1852,21.0189
493,02-555,Mokotów,al. Niepodległości,52.2058,21.0085
494,02-648,Mokotów,al. Promienistych,52.1937,21.0134
495,00-710,Mokotów,al. W. Witosa,52.1939,21.0521
496,02-765,Mokotów,al. Wilanowska,52.1724,21.0527
497,02-900,Mokotów,al. Wilanowska,52.1729,21.055
498,02-730,Mokotów,al. Wilanowska,52.1763,21.037
499,02-665,Mokotów,al. Wilanowska,52.1788,21.0216
500,02-681,Mokotów,al. Wyścigowa,52.1669,21.0121
501,02-915,Mokotów,pl. A. Rembowskiego,52.1853,21.071
502,02-901,Mokotów,pl. Bernardyński,52.1949,21.0556
503,00-707,Mokotów,ul. A. Dyżewskiego,52.2144,21.0645
504,02-606,Mokotów,ul. A. E. Odyńca,52.1965,21.0187
505,02-644,Mokotów,ul. A. E. Odyńca,52.1952,21.0078
506,00-772,Mokotów,ul. A. Gierymskiego,52.1988,21.0362
507,00-785,Mokotów,ul. A. Grottgera,52.2054,21.0298
508,02-513,Mokotów,ul. A. J. Madalińskiego,52.205,21.0199
509,02-506,Mokotów,ul. A. J. Madalińskiego,52.2023,21.0033
510,02-549,Mokotów,ul. A. J. Madalińskiego,52.2022,21.0052
511,02-544,Mokotów,ul. A. J. Madalińskiego,52.2038,21.0137
512,02-540,Mokotów,ul. A. J. Madalińskiego,52.2041,21.0135
513,02-581,Mokotów,ul. A. J. Madalińskiego,52.2035,21.0095
514,02-505,Mokotów,ul. A. Kraushara,52.2013,21.0085
515,02-928,Mokotów,ul. A. Locciego,52.1788,21.0609
516,02-641,Mokotów,ul. A. Malawskiego,52.1901,20.9911
517,02-617,Mokotów,ul. A. Malczewskiego,52.1944,21.0218
518,02-612,Mokotów,ul. A. Malczewskiego,52.1939,21.0193
519,02-622,Mokotów,ul. A. Malczewskiego,52.1934,21.0156
520,02-627,Mokotów,ul. A. Naruszewicza,52.1914,21.0205
521,02-750,Mokotów,ul. A. Patkowskiego,52.171,21.0547
522,02-913,Mokotów,ul. A. Waszkowskiego,52.1861,21.0682
523,02-619,Mokotów,ul. A. Wejnerta,52.193,21.0172
524,02-761,Mokotów,ul. Adriatycka,52.174,21.0552
525,02-534,Mokotów,ul. Akacjowa,52.2054,21.0023
526,02-760,Mokotów,ul. Akermańska,52.1809,21.0518
527,00-711,Mokotów,ul. Ananasowa,52.2065,21.07
528,02-977,Mokotów,ul. Antoniewska,52.1994,21.0806
529,02-747,Mokotów,ul. Arbuzowa,52.1682,21.0585
530,02-527,Mokotów,ul. Asfaltowa,52.206,21.0075
531,02-981,Mokotów,ul. Augustówka,52.1896,21.0878
532,00-981,Mokotów,ul. Augustówka,52.1886,21.0813
533,02-943,Mokotów,ul. B. Limanowskiego,52.1907,21.0551
534,00-769,Mokotów,ul. B. Ludwiżanki,52.1973,21.0421
535,00-783,Mokotów,ul. B. Smetany,52.2052,21.0246
536,02-647,Mokotów,ul. Baboszewska,52.1938,21.0055
537,00-752,Mokotów,ul. Badowska,52.2089,21.0408
538,02-553,Mokotów,ul. Balladyny,52.2008,21.0028
539,02-635,Mokotów,ul. Balonowa,52.1947,20.9972
540,00-767,Mokotów,ul. Bandoski,52.1947,21.0336
541,00-736,Mokotów,ul. Banioska,52.2085,21.0395
542,02-762,Mokotów,ul. Barcelońska,52.1754,21.056
543,02-683,Mokotów,ul. Bartłomieja,52.1697,21.005
544,00-713,Mokotów,ul. Batalionu AK „Bałtyk”,52.2112,21.0645
545,00-712,Mokotów,ul. Batalionu AK „Karpaty”,52.2087,21.0663
546,02-908,Mokotów,ul. Batalionu AK „Oaza”,52.1902,21.0642
547,02-743,Mokotów,ul. Batuty,52.1707,21.0246
548,02-511,Mokotów,ul. Belgijska,52.2,21.0256
549,00-761,Mokotów,ul. Belwederska,52.2052,21.0318
550,00-762,Mokotów,ul. Belwederska,52.2045,21.0335
551,02-695,Mokotów,ul. Bełdan,52.1739,21.0066
552,02-638,Mokotów,ul. Bełska,52.1912,20.9995
553,02-904,Mokotów,ul. Bernardyńska,52.1938,21.0629
554,02-593,Mokotów,ul. Biały Kamień,52.205,20.9965
555,02-655,Mokotów,ul. Bieżanowska,52.1879,21.0202
556,02-660,Mokotów,ul. Blacharska,52.1755,21.0177
557,00-728,Mokotów,ul. Bobrowiecka,52.1992,21.046
558,02-718,Mokotów,ul. Bocheńska,52.1811,21.0304
559,02-692,Mokotów,ul. Bogunki,52.1714,21.0029
560,02-682,Mokotów,ul. Bokserska,52.1678,21.0057
561,02-690,Mokotów,ul. Bokserska,52.169,21.0
562,00-781,Mokotów,ul. Boryszewska,52.2018,21.0255
563,00-771,Mokotów,ul. Braci Pillatich,52.1996,21.0343
564,02-650,Mokotów,ul. Bukietowa,52.1903,21.0113
565,02-708,Mokotów,ul. Bukowa,52.1864,21.0325
566,02-703,Mokotów,ul. Bukowińska,52.1817,21.0265
567,02-712,Mokotów,ul. Bukszpanowa,52.1858,21.035
568,02-924,Mokotów,ul. Buska,52.1782,21.0657
569,02-912,Mokotów,ul. C. Godebskiego,52.1871,21.068
570,00-724,Mokotów,ul. Chełmska,52.2019,21.041
571,00-725,Mokotów,ul. Chełmska,52.2024,21.0431
572,02-935,Mokotów,ul. Chochołowska,52.1826,21.061
573,00-791,Mokotów,ul. Chocimska,50.0512,19.9489
574,02-717,Mokotów,ul. Cichy Potok,52.1791,21.0355
575,02-716,Mokotów,ul. Cieszyńska,52.1828,21.0274
576,02-677,Mokotów,ul. Cybernetyki,52.1766,20.995
577,00-454,Mokotów,ul. Czerniakowska,52.2162,21.0471
578,00-718,Mokotów,ul. Czerniakowska,52.205,21.0485
579,00-720,Mokotów,ul. Czerniakowska,52.2099,21.0472
580,00-701,Mokotów,ul. Czerniakowska,52.1999,21.0515
581,00-714,Mokotów,ul. Czerniakowska,52.2031,21.0508
582,00-717,Mokotów,ul. Czerniakowska,52.2089,21.0488
583,00-715,Mokotów,ul. Czerniakowska,52.2005,21.0496
584,02-705,Mokotów,ul. Czerniowiecka,52.1855,21.0269
585,00-732,Mokotów,ul. Czerska,52.2049,21.0458
586,02-929,Mokotów,ul. Cześnika,52.1802,21.0602
587,00-773,Mokotów,ul. Dolna,52.2005,21.0301
588,00-774,Mokotów,ul. Dolna,52.201,21.0304
589,02-672,Mokotów,ul. Domaniewska,52.1834,21.0064
590,02-663,Mokotów,ul. Domaniewska,52.1828,21.0187
591,02-738,Mokotów,ul. Dominikańska,52.1758,21.0354
592,02-602,Mokotów,ul. Dożynkowa,52.1991,21.0198
593,02-590,Mokotów,ul. Drużynowa,52.1993,21.0168
594,00-784,Mokotów,ul. Dworkowa,52.2054,21.0245
595,02-654,Mokotów,ul. Dworska,52.1945,20.9891
596,02-659,Mokotów,ul. E. J. Abramowskiego,52.1846,21.0141
597,02-669,Mokotów,ul. E. J. Abramowskiego,52.1846,21.0114
598,02-764,Mokotów,ul. Egejska,52.1779,21.0576
599,02-643,Mokotów,ul. Etiudy Rewolucyjnej,52.1914,20.9902
600,02-646,Mokotów,ul. F. Joliot-Curie,52.1917,21.0093
601,00-768,Mokotów,ul. F. Kostrzewskiego,52.1965,21.0377
602,02-547,Mokotów,ul. Falęcka,52.2029,21.0136
603,02-658,Mokotów,ul. Filona,52.1875,21.0156
604,02-651,Mokotów,ul. Garażowa,52.1876,21.0046
605,02-632,Mokotów,ul. Gimnastyczna,52.1973,20.9969
606,02-639,Mokotów,ul. Głogowa,52.1927,21.0005
607,02-905,Mokotów,ul. Gołkowska,52.1912,21.067
608,02-954,Mokotów,ul. Goplańska,52.1724,21.0734
609,02-910,Mokotów,ul. Goraszewska,52.1884,21.0685
610,00-704,Mokotów,ul. Gościniec,52.2092,21.0781
611,00-740,Mokotów,ul. Górska,52.2044,21.0365
612,02-725,Mokotów,ul. Grabowa,52.1797,21.0253
613,02-548,Mokotów,ul. Grażyny,52.2039,21.0207
614,00-730,Mokotów,ul. Huculska,52.2005,21.036
615,00-789,Mokotów,ul. Humańska,52.2084,21.0252
616,02-628,Mokotów,ul. I. Krasickiego,52.1907,21.0214
617,02-611,Mokotów,ul. I. Krasickiego,52.1937,21.0202
618,02-608,Mokotów,ul. I. Krasickiego,52.196,21.0193
619,02-710,Mokotów,ul. Imielińska,52.1875,21.0347
620,02-711,Mokotów,ul. Inspektowa,52.1862,21.034
621,00-735,Mokotów,ul. Iwicka,52.2062,21.0424
622,02-594,Mokotów,ul. J. Bruna,52.2087,21.0022
623,02-645,Mokotów,ul. J. Bytnara „Rudego”,52.1933,21.0082
624,02-607,Mokotów,ul. J. Czeczota,52.1958,21.0166
625,02-558,Mokotów,ul. J. Dąbrowskiego,52.2024,21.0214
626,02-598,Mokotów,ul. J. Dąbrowskiego,52.1994,21.0031
627,02-503,Mokotów,ul. J. Dąbrowskiego,52.199,21.0033
628,02-561,Mokotów,ul. J. Dąbrowskiego,52.2015,21.0155
629,02-586,Mokotów,ul. J. Dąbrowskiego,52.1998,21.0081
630,02-571,Mokotów,ul. J. Dąbrowskiego,52.2007,21.0083
631,02-680,Mokotów,ul. J. Elsnera,52.1714,21.038
632,00-770,Mokotów,ul. J. F. Piwarskiego,52.1982,21.035
633,00-754,Mokotów,ul. J. Gagarina,52.2072,21.0415
634,00-753,Mokotów,ul. J. Gagarina,52.2065,21.0396
635,00-748,Mokotów,ul. J. Gagarina,52.2073,21.0359
636,02-525,Mokotów,ul. J. K. Chodkiewicza,52.2039,20.9993
637,02-642,Mokotów,ul. J. Maklakiewicza,52.1908,20.9926
638,02-625,Mokotów,ul. J. P. Woronicza,52.1894,21.0176
639,02-640,Mokotów,ul. J. P. Woronicza,52.1892,21.0015
640,02-957,Mokotów,ul. Jana III Sobieskiego,52.1728,21.0657
641,00-764,Mokotów,ul. Jana III Sobieskiego,52.199,21.0393
642,00-763,Mokotów,ul. Jana III Sobieskiego,52.1994,21.0368
643,02-930,Mokotów,ul. Jana III Sobieskiego,52.184,21.0549
644,02-941,Mokotów,ul. Jana III Sobieskiego,52.1935,21.0426
645,02-934,Mokotów,ul. Jaszowiecka,52.1882,21.0525
646,00-766,Mokotów,ul. Jaworowska,52.194,21.0333
647,00-731,Mokotów,ul. Jedwabnicza,52.2012,21.0442
648,02-911,Mokotów,ul. Jeziorna,52.1887,21.071
649,02-907,Mokotów,ul. Jodłowa,52.1897,21.0673
650,02-517,Mokotów,ul. K. Komedy,52.209,21.017
651,02-733,Mokotów,ul. K. Kurpińskiego,52.1764,21.0297
652,02-702,Mokotów,ul. Kalatówki,52.1873,21.0264
653,02-755,Mokotów,ul. Karczocha,52.1744,21.05
654,00-733,Mokotów,ul. Kaszubska,52.2058,21.0478
655,02-763,Mokotów,ul. Katalońska,52.1755,21.0519
656,02-589,Mokotów,ul. Kazimierzowska,52.1989,21.0182
657,02-572,Mokotów,ul. Kazimierzowska,52.2015,21.0165
658,02-546,Mokotów,ul. Kazimierzowska,52.2037,21.0154
659,02-538,Mokotów,ul. Kazimierzowska,52.2051,21.0139
660,02-543,Mokotów,ul. Kazimierzowska,52.2061,21.0139
661,02-518,Mokotów,ul. Kazimierzowska,52.2074,21.013
662,00-703,Mokotów,ul. Kątna,52.2071,21.0751
663,02-504,Mokotów,ul. Kielecka,52.2014,21.007
664,02-550,Mokotów,ul. Kielecka,52.2033,21.0059
665,02-530,Mokotów,ul. Kielecka,52.2054,21.005
666,02-923,Mokotów,ul. Klarysewska,52.18,21.0692
667,02-936,Mokotów,ul. Klarysewska,52.1831,21.0599
668,02-728,Mokotów,ul. Kmicica,52.1742,21.0236
669,02-984,Mokotów,ul. Kobylańska,52.1911,21.0974
670,02-691,Mokotów,ul. Kolady,52.1732,21.0
671,00-775,Mokotów,ul. Konduktorska,52.2006,21.0301
672,02-942,Mokotów,ul. Konstancińska,52.1868,21.0596
673,02-673,Mokotów,ul. Konstruktorska,52.186,20.9933
674,02-979,Mokotów,ul. Kostrzyńska,52.1886,21.0774
675,00-706,Mokotów,ul. Koszykarska,52.2098,21.077
676,00-734,Mokotów,ul. Krasnołęcka,52.2037,21.044
677,02-578,Mokotów,ul. Króżańska,52.2025,21.0115
678,02-759,Mokotów,ul. Krymska,52.1832,21.0502
679,02-656,Mokotów,ul. Ksawerów,52.1866,21.0196
680,00-793,Mokotów,ul. Kujawska,52.2105,21.0241
681,02-579,Mokotów,ul. Kwiatowa,52.2027,21.0123
682,02-539,Mokotów,ul. Kwiatowa,52.2045,21.012
683,02-704,Mokotów,ul. L. Idzikowskiego,52.1876,21.0304
684,00-743,Mokotów,ul. L. Nabielaka,52.2056,21.034
685,02-564,Mokotów,ul. L. Narbutta,52.2071,21.0207
686,02-536,Mokotów,ul. L. Narbutta,52.2061,21.0162
687,02-541,Mokotów,ul. L. Narbutta,52.2061,21.0135
688,02-529,Mokotów,ul. L. Narbutta,52.2048,21.0083
689,02-524,Mokotów,ul. L. Narbutta,52.2038,21.0034
690,02-713,Mokotów,ul. Leszczyny,52.1855,21.032
691,02-556,Mokotów,ul. Ligocka,52.2042,21.0101
692,02-720,Mokotów,ul. Lubaszki,52.1767,21.0425
693,00-780,Mokotów,ul. Ludowa,52.2009,21.0275
694,00-705,Mokotów,ul. Łososiowa,52.2119,21.076
695,02-584,Mokotów,ul. Łowicka,52.1979,21.0074
696,02-574,Mokotów,ul. Łowicka,52.1999,21.0065
697,02-502,Mokotów,ul. Łowicka,52.2013,21.0054
698,02-551,Mokotów,ul. Łowicka,52.203,21.005
699,02-531,Mokotów,ul. Łowicka,52.2049,21.0042
700,02-535,Mokotów,ul. Łowicka,52.2052,21.0035
701,02-767,Mokotów,ul. Łukowa,52.1735,21.0413
702,02-604,Mokotów,ul. M. Bałuckiego,52.199,21.0221
703,02-557,Mokotów,ul. M. Bałuckiego,52.2017,21.0204
704,02-501,Mokotów,ul. M. Karłowicza,52.2017,21.0036
705,02-552,Mokotów,ul. M. Karłowicza,52.2021,21.004
706,02-679,Mokotów,ul. M. Smoluchowskiego,52.1834,21.0135
707,02-652,Mokotów,ul. Magazynowa,52.1862,21.0053
708,02-633,Mokotów,ul. Maratońska,52.1968,20.9983
709,02-674,Mokotów,ul. Marynarska,52.1794,20.9966
710,02-649,Mokotów,ul. Marzanny,52.1909,21.0049
711,02-537,Mokotów,ul. Melsztyńska,52.2059,21.0184
712,02-637,Mokotów,ul. Miączyńska,52.1927,20.9952
713,02-634,Mokotów,ul. Miłobędzka,52.196,20.9937
714,02-661,Mokotów,ul. Modra,52.1767,21.0189
715,02-917,Mokotów,ul. Morszyńska,52.1838,21.0693
716,02-925,Mokotów,ul. Morszyńska,52.1806,21.0659
717,02-932,Mokotów,ul. Morszyńska,52.1819,21.0632
718,02-916,Mokotów,ul. Muszyńska,52.1831,21.0704
719,02-922,Mokotów,ul. Nałęczowska,52.1779,21.0687
720,02-678,Mokotów,ul. Narocz,52.1712,21.0137
721,02-737,Mokotów,ul. Niedźwiedzia,52.1759,21.0301
722,02-666,Mokotów,ul. Niedźwiedzia,52.1773,21.0194
723,02-787,Mokotów,ul. Nowoursynowska,52.1649,21.0373
724,02-685,Mokotów,ul. O. Langego,52.1811,21.0101
725,02-714,Mokotów,ul. Obserwatorów,52.1879,21.0324
726,02-560,Mokotów,ul. Odolańska,52.2016,21.0219
727,02-562,Mokotów,ul. Odolańska,52.2007,21.016
728,02-918,Mokotów,ul. Ojcowska,52.181,21.0716
729,02-509,Mokotów,ul. Okolska,52.1972,21.0249
730,02-933,Mokotów,ul. Okrężna,52.183,21.0633
731,02-636,Mokotów,ul. Olimpijska,52.1934,20.9963
732,00-792,Mokotów,ul. Olszewska,52.209,21.0213
733,02-522,Mokotów,ul. Opoczyńska,52.2057,21.0061
734,02-526,Mokotów,ul. Opoczyńska,52.2058,21.0064
735,02-938,Mokotów,ul. Orężna,52.1839,21.0626
736,02-937,Mokotów,ul. Orężna,52.1819,21.0593
737,02-693,Mokotów,ul. P. Gruszczyńskiego,52.1708,21.0004
738,00-777,Mokotów,ul. Padewska,52.2022,21.0308
739,00-765,Mokotów,ul. Piaseczyńska,52.1978,21.0323
740,02-629,Mokotów,ul. Pilicka,52.1912,21.0197
741,02-613,Mokotów,ul. Pilicka,52.1939,21.0186
742,02-709,Mokotów,ul. Pod Skocznią,52.1856,21.0337
743,02-732,Mokotów,ul. Podbipięty,52.1763,21.0284
744,00-721,Mokotów,ul. Podchorążych,52.208,21.0465
745,00-463,Mokotów,ul. Podchorążych,52.2095,21.0422
746,00-722,Mokotów,ul. Podchorążych,52.2091,21.039
747,02-921,Mokotów,ul. Podgórska,52.1765,21.0674
748,00-727,Mokotów,ul. Polkowska,52.201,21.0448
749,02-757,Mokotów,ul. Pory,52.1856,21.0442
750,02-676,Mokotów,ul. Postępu,52.1796,20.9951
751,02-920,Mokotów,ul. Powsińska,52.1819,21.0694
752,02-903,Mokotów,ul. Powsińska,52.1892,21.0616
753,00-778,Mokotów,ul. Promenada,52.2031,21.031
754,02-749,Mokotów,ul. Przy Grobli,52.172,21.0497
755,02-515,Mokotów,ul. Puławska,52.2113,21.0214
756,02-566,Mokotów,ul. Puławska,52.2107,21.0202
757,02-620,Mokotów,ul. Puławska,52.1948,21.0238
758,02-595,Mokotów,ul. Puławska,52.1986,21.0244
759,02-707,Mokotów,ul. Puławska,52.1893,21.0254
760,02-715,Mokotów,ul. Puławska,52.1789,21.0225
761,02-624,Mokotów,ul. Puławska,52.1906,21.0241
762,02-512,Mokotów,ul. Puławska,52.2065,21.022
763,02-670,Mokotów,ul. Puławska,52.1811,21.0221
764,02-684,Mokotów,ul. Puławska,52.1679,21.0167
765,02-740,Mokotów,ul. Puławska,52.1699,21.0194
766,02-769,Mokotów,ul. Puławska,52.1695,21.0193
767,02-508,Mokotów,ul. Puławska,52.2065,21.0229
768,02-559,Mokotów,ul. Puławska,52.2028,21.0222
769,02-592,Mokotów,ul. Puławska,52.2015,21.0232
770,02-603,Mokotów,ul. Puławska,52.1997,21.0234
771,02-751,Mokotów,ul. Rabarbarowa,52.1729,21.0521
772,02-601,Mokotów,ul. Racławicka,52.1987,21.0167
773,02-521,Mokotów,ul. Rakowiecka,52.2079,21.0085
774,02-528,Mokotów,ul. Rakowiecka,52.2072,21.0047
775,02-519,Mokotów,ul. Rakowiecka,52.2085,21.0133
776,02-532,Mokotów,ul. Rakowiecka,52.2067,21.0014
777,00-708,Mokotów,ul. Rodzynkowa,52.2144,21.0707
778,02-729,Mokotów,ul. Rolna,52.1713,21.027
779,02-569,Mokotów,ul. Różana,52.2019,21.0138
780,02-616,Mokotów,ul. S. Goszczyńskiego,52.1958,21.0212
781,02-610,Mokotów,ul. S. Goszczyńskiego,52.1953,21.0172
782,02-567,Mokotów,ul. Sandomierska,52.2078,21.0193
783,00-709,Mokotów,ul. Siekierkowska,52.2102,21.0739
784,00-738,Mokotów,ul. Sielecka,52.2058,21.0392
785,02-978,Mokotów,ul. Skałacka,52.1897,21.0799
786,00-795,Mokotów,ul. Skolimowska,52.2117,21.0217
787,02-726,Mokotów,ul. Skrzetuskiego,52.1764,21.0241
788,02-939,Mokotów,ul. Solankowa,52.1847,21.0627
789,02-744,Mokotów,ul. Sonaty,52.1703,21.0285
790,02-516,Mokotów,ul. Starościńska,52.2079,21.0187
791,02-591,Mokotów,ul. Stefana Batorego,52.2111,21.0097
792,00-739,Mokotów,ul. Stępińska,52.2062,21.0375
793,00-745,Mokotów,ul. Stopowa,52.2037,21.0352
794,02-735,Mokotów,ul. Studencka,52.1761,21.031
795,00-746,Mokotów,ul. Sułkowicka,52.206,21.0328
796,02-902,Mokotów,ul. Sypniewska,52.1909,21.0763
797,02-609,Mokotów,ul. Szarotki,52.1963,21.0209
798,02-605,Mokotów,ul. Szczekocińska,52.1977,21.0185
799,02-914,Mokotów,ul. św. Bonifacego,52.178,21.0484
800,02-909,Mokotów,ul. św. Bonifacego,52.1898,21.0657
801,02-945,Mokotów,ul. św. Bonifacego,52.1851,21.0597
802,02-940,Mokotów,ul. św. Bonifacego,52.1858,21.0626
803,02-568,Mokotów,ul. św. Szczepana,52.2059,21.0179
804,02-662,Mokotów,ul. Świeradowska,52.1781,21.0185
805,00-749,Mokotów,ul. T. Hołówki,52.2085,21.0462
806,02-618,Mokotów,ul. T. Lenartowicza,52.1931,21.0219
807,02-614,Mokotów,ul. T. Lenartowicza,52.1923,21.0191
808,00-742,Mokotów,ul. Tatrzańska,52.2053,21.0351
809,02-985,Mokotów,ul. Tuzinowa,52.1866,21.0971
810,02-630,Mokotów,ul. Tyniecka,52.1915,21.0226
811,02-615,Mokotów,ul. Tyniecka,52.1936,21.0226
812,02-621,Mokotów,ul. Tyniecka,52.1952,21.0228
813,02-736,Mokotów,ul. W. A. Mozarta,52.1752,21.0319
814,02-697,Mokotów,ul. W. Rzymowskiego,52.1726,21.0054
815,02-701,Mokotów,ul. W. Żywnego,52.1922,21.0264
816,02-986,Mokotów,ul. Wał Zawadowski,52.1687,21.123
817,02-739,Mokotów,ul. Wałbrzyska,52.1734,21.0281
818,02-727,Mokotów,ul. Wernyhory,52.1761,21.0253
819,02-657,Mokotów,ul. Wielicka,52.1861,21.0217
820,02-587,Mokotów,ul. Wiktorska,52.2002,21.0184
821,02-575,Mokotów,ul. Wiktorska,52.1976,21.003
822,02-582,Mokotów,ul. Wiktorska,52.1982,21.0075
823,00-790,Mokotów,ul. Willowa,52.2073,21.0241
824,02-563,Mokotów,ul. Wiśniowa,52.2017,21.0183
825,02-545,Mokotów,ul. Wiśniowa,52.2038,21.0164
826,02-520,Mokotów,ul. Wiśniowa,52.2082,21.0145
827,00-702,Mokotów,ul. Wolicka,52.2013,21.0721
828,02-724,Mokotów,ul. Wołodyjowskiego,52.1765,21.0227
829,02-583,Mokotów,ul. Wołoska,52.1913,21.0016
830,02-675,Mokotów,ul. Wołoska,52.1833,21.0024
831,02-507,Mokotów,ul. Wołoska,52.1993,21.0012
832,00-788,Mokotów,ul. Wybieg,52.2087,21.0257
833,02-746,Mokotów,ul. Z. Noskowskiego,52.1713,21.0354
834,00-737,Mokotów,ul. Zakrzewska,52.2034,21.0405
835,02-927,Mokotów,ul. Zawojska,52.1804,21.061
836,02-983,Mokotów,ul. Zegarowa,52.19,21.0974
837,00-719,Mokotów,ul. Zwierzyniecka,52.2093,21.0503
838,02-092,Mokotów,ul. Żwirki i Wigury,52.1947,20.9843
839,02-389,Ochota,al. Bohaterów Września,52.2082,20.9625
840,02-011,Ochota,Al. Jerozolimskie,52.2261,20.9954
841,02-017,Ochota,Al. Jerozolimskie,52.2253,20.9925
842,00-807,Ochota,Al. Jerozolimskie,52.2227,20.9792
843,02-304,Ochota,Al. Jerozolimskie,52.223,20.9836
844,02-305,Ochota,Al. Jerozolimskie,52.2174,20.9629
845,02-326,Ochota,Al. Jerozolimskie,52.2161,20.9637
846,02-342,Ochota,Al. Jerozolimskie,52.2073,20.9436
847,02-222,Ochota,Al. Jerozolimskie,52.199,20.9321
848,02-122,Ochota,Al. Jerozolimskie,52.2015,20.968
849,00-803,Ochota,Al. Jerozolimskie,52.226,20.9923
850,02-001,Ochota,Al. Jerozolimskie,52.2269,20.9997
851,02-086,Ochota,al. Niepodległości,52.2132,21.0052
852,02-087,Ochota,al. Niepodległości,52.2183,21.0046
853,02-009,Ochota,al. Niepodległości,52.2216,21.0044
854,02-025,Ochota,pl. A. Zawiszy,52.2235,20.9891
855,02-029,Ochota,pl. G. Narutowicza,52.2187,20.9838
856,02-015,Ochota,pl. S. Starynkiewicza,52.2252,20.9954
857,02-028,Ochota,ul. A. Asnyka,52.2201,20.9874
858,02-052,Ochota,ul. A. Krzyckiego,52.2182,20.99
